dragonID,eventUUID,eventTimestamp,utc_offset,eventName,name,type,region,size_ft
226851d6-2eca-45e5-bdcb-57baee1fab11,8e06a103-8b0f-4e79-bbd4-3859ab95822d,2020-03-21 00:37:49,-4:00,dragonSpawned,Laughing Meepfiffle,Purple,Riverside,13
210dc30a-6b7f-4a8c-9462-c35dc04b11e1,c84221ed-8448-4a4c-bd14-69888287801a,2020-03-21 00:37:49,-4:00,dragonSpawned,Spotted Crystaltalon,Rainbow,Coastal,355
049e2234-22bd-455f-89f3-989afa1d9cf3,f9789441-fd1c-4a6c-b706-46286fac436a,2020-03-21 00:37:50,-4:00,dragonSpawned,Shiny Cacklegulper,Purple,Riverside,5
2d98adf0-caec-46ae-91e6-bdfa2e776d53,6864efac-81b3-4187-b1cb-ac547028e66c,2020-03-21 00:37:50,-4:00,dragonSpawned,Fast Foggulper,Bronze,Coastal,61
47e5c8fe-2fb5-4c2b-92d6-8347c79d2119,79b5841a-7165-474f-bd13-bafe24b80c08,2020-03-21 00:37:50,-4:00,dragonSpawned,Loud Frozenflare,Onyx,Mountains,325
5fbdc243-f2db-4459-b610-fc53aeae0a55,5553bf99-dac0-4138-9c69-cabf02dd2337,2020-03-21 00:37:51,-4:00,dragonSpawned,Quiet Blazefang,Bronze,Coastal,38
b58861db-d760-444d-abc9-56079d2ab59b,057d3391-f84e-4cbc-af62-70e0c1e97d8b,2020-03-21 00:37:51,-4:00,dragonSpawned,Trustworthy Icebeet,Silver,Coastal,109
f66da841-379b-4eef-ad6d-6c72890bb8ec,993105a0-92d7-4812-af97-9132a2287615,2020-03-21 00:37:52,-4:00,dragonSpawned,Free Slayclaw,Azul,Valley,49
86f7a1de-b0c0-4c57-a6c0-3d27c0e64443,34cfa1cf-2a64-42ae-813d-593f46d48f2d,2020-03-21 00:37:52,-4:00,dragonSpawned,Happy Nightflea,Bronze,Coastal,56
2abc9304-6e9a-4f28-b9bc-b0fd84ab1b4a,f40371be-9ecc-4812-9c49-74996f902c34,2020-03-21 00:37:52,-4:00,dragonSpawned,Angelic Snoreflame,Onyx,Mountains,319
5d274a65-6ff4-4941-87da-83c3c6d46ded,78dbc2e5-ad73-4692-9e24-eee3466957d0,2020-03-21 00:37:53,-4:00,dragonSpawned,Misunderstood Brightbones,Azul,Valley,35
d9d3c205-1492-4f6d-accf-7af433887d78,baee3080-744c-4b08-a715-4089c3f9194c,2020-03-21 00:37:53,-4:00,dragonSpawned,Melodic Deathhopper,Bronze,Coastal,65
6cbc08f8-faf8-4b0c-abed-074a23b5e768,3660185e-692f-43d5-8b65-a8d2c96ca12c,2020-03-21 00:37:54,-4:00,dragonSpawned,Muscular Darkturner,Rainbow,Coastal,226
b6099e64-8bb5-4b1e-b751-bae59ab97033,71bf7fa9-c4e8-405c-a37a-f778c215ad54,2020-03-21 00:37:54,-4:00,dragonSpawned,Quiet Deathdrinker,Purple,Riverside,6
70cce871-0f76-4097-93e7-678474677fc8,446eb5f5-6d96-43ee-a434-cb248467a74f,2020-03-21 00:37:54,-4:00,dragonSpawned,Shiny Dropfloof,Emerald,Mountains,17
028cfe27-ef95-4a1b-bfc6-3c6a35d09fef,94d71e8e-3c4f-4af1-bcf7-732a8713feb5,2020-03-21 00:37:55,-4:00,dragonSpawned,Relentless Glowfossil,Onyx,Mountains,284
c80d985a-bcde-4e2b-b252-3259c5743920,91fd81f2-0c8b-48f2-94f5-7b10beb2db7e,2020-03-21 00:37:55,-4:00,dragonSpawned,Free Glownose,Onyx,Mountains,257
1d363b73-3652-4b72-a1cc-9f4c7a335c12,5261d519-f4f1-4e2c-8950-1d6a5936d0c8,2020-03-21 00:37:56,-4:00,dragonSpawned,Mopey Snowflea,Alabaster,Valley,63
409638ff-6b64-4704-84c5-e8ac0ae44351,7bb3827e-dfca-4020-a142-1cce3eaef444,2020-03-21 00:37:56,-4:00,dragonSpawned,Impervious Snowmuffin,Silver,Coastal,115
92b0d76f-1be0-455e-b719-35d9182327c1,0b2cec0b-90a7-4c75-ace7-4affe7e577f1,2020-03-21 00:37:56,-4:00,dragonSpawned,Mopey Chillpoof,Garnet,Coastal,10
520ce41b-2784-480e-bd52-fdbafc0be0e7,735d0585-ae7a-43e5-813c-ed9386709baf,2020-03-21 00:37:57,-4:00,dragonSpawned,Hefty Shinefiffle,Alabaster,Valley,37
540822f0-acd0-4c26-b209-73b1b065828e,e2c3bdce-6957-4935-a3f3-82238aa15f2f,2020-03-21 00:37:57,-4:00,dragonSpawned,Loyal Merrydrinker,Alabaster,Valley,68
5e66750f-4675-49b2-99dc-6ad1d9c4dec6,89b4ed40-050e-4718-8614-2dfb84616bac,2020-03-21 00:37:57,-4:00,dragonSpawned,Solemn Smokelight,Silver,Coastal,90
8c5a047c-26c4-40e5-a362-36742330497b,243873ba-6c60-4b4a-9c45-fe86163cbfda,2020-03-21 00:37:58,-4:00,dragonSpawned,Relentless Divetail,Rainbow,Coastal,252
0609f5ed-c6e4-4cc8-8fbe-f3bf208ea39c,6a9b51d8-29d1-43aa-b026-4bcaaf216c00,2020-03-21 00:37:58,-4:00,dragonSpawned,Gigantic Divefloof,Bronze,Coastal,61
af2c166e-6fa6-4346-9a9a-388eb03357a9,803a8d02-387e-468b-97e9-8f0060dc1688,2020-03-21 00:37:59,-4:00,dragonSpawned,Sparkly Mooninfuser,Azul,Valley,42
6b1047e9-7877-4863-867d-09532ecd02c4,0d3bf221-0a09-4193-89c4-6ba96dd31c25,2020-03-21 00:37:59,-4:00,dragonSpawned,Shiny Gloomflurry,Rainbow,Coastal,190
37108e82-7390-4fb2-9afd-88584f3d6e52,ec41ed2e-da6f-4373-bf2e-e9170ac4cc41,2020-03-21 00:37:59,-4:00,dragonSpawned,Irritated Frostscooper,Golden,Riverside,243
bd0d32f3-4ae7-4621-be94-1581ad16bcc3,299443c7-3ab1-4694-ac51-4512edf87644,2020-03-21 00:38:00,-4:00,dragonSpawned,Gigantic Meepflea,Silver,Coastal,88
5b92abad-10a0-4479-9a1a-e0aa93c56b97,f6f5fd31-9ba8-498a-a21f-bfcf6346f433,2020-03-21 00:38:00,-4:00,dragonSpawned,Hoarding Mistgobbler,Onyx,Mountains,216
f2dfb604-9e7a-4ddc-be95-0e5c75c65384,e78eb943-f8c6-44f3-9d36-18f1ba62af4c,2020-03-21 00:38:01,-4:00,dragonSpawned,Persistent Timeturner,Rainbow,Coastal,170
5f5ffe49-39c1-48de-a999-f192af58f858,6004aead-5cbf-4558-bd12-9825827d85c8,2020-03-21 00:38:01,-4:00,dragonSpawned,Soulful Palepoof,Golden,Riverside,213
b835549b-bf2a-4115-a8c0-750da427a338,91d70825-6132-408e-8891-946c16055f1b,2020-03-21 00:38:01,-4:00,dragonSpawned,Sitting Stronkturner,Azul,Valley,46
04b960fb-a36b-41aa-8370-af8596e93411,a09efb88-49cd-498c-a6f2-8133560589ae,2020-03-21 00:38:02,-4:00,dragonSpawned,Appreciative Deathpearl,Garnet,Coastal,18
dd2d571a-a4d1-4c24-8880-801f769bf9c2,39beeade-4653-4d40-9c84-f251e3365040,2020-03-21 00:38:02,-4:00,dragonSpawned,Free Diveray,Bronze,Coastal,59
ca403945-a1f3-429c-813c-0510dc321c29,eeb03ba2-687d-4e6c-b185-39d8b7557004,2020-03-21 00:38:03,-4:00,dragonSpawned,Burnt Snowtail,Azul,Valley,40
080d70ff-7d2e-4dd7-b10a-9b37c3334bb2,712ad3b6-73a6-41ed-99cb-7d52ca009a2e,2020-03-21 00:38:03,-4:00,dragonSpawned,Angelic Heatswallow,Bronze,Coastal,53
6b5bdec2-6bee-4b4a-8e4b-0ab67744f010,8f7aa9b6-8ab9-4359-8954-caa1417a521a,2020-03-21 00:38:03,-4:00,dragonSpawned,Angelic Glasshead,Emerald,Mountains,16
596ec6c8-5aa6-478d-8a16-b223268824df,a90447b8-1c8d-4f0f-9707-f4b2abf146a6,2020-03-21 00:38:04,-4:00,dragonSpawned,Trustworthy Skymixer,Azul,Valley,44
3904503a-0b6c-41ba-b14a-e22503af43d2,02fc795b-dc61-4368-8ee3-ef03af7c64ca,2020-03-21 00:38:04,-4:00,dragonSpawned,Hoarding Bonefeather,Alabaster,Valley,64
66627dbc-677f-4d5f-8e40-3caa35798a1e,7639cc3a-89aa-4c15-af76-705928f356cc,2020-03-21 00:38:05,-4:00,dragonSpawned,Hopeful Duskgulper,Alabaster,Valley,69
f1b97c90-e0c1-4d55-bc49-06aba99e509b,907376af-896b-4e67-82b9-7a4c97be53fd,2020-03-21 00:38:05,-4:00,dragonSpawned,Unfaithful Beantooth,Golden,Riverside,478
dbc65efe-7ac6-4320-9a7d-82c2351f03e3,f01be1ae-a8c9-4a81-9f09-e733847d5729,2020-03-21 00:38:05,-4:00,dragonSpawned,Unfaithful Freezeskunk,Alabaster,Valley,70
39922681-2538-4ae0-9df4-1e86a55e0682,c493650b-af5c-4b30-8de4-a3ba11eeeaf2,2020-03-21 00:38:06,-4:00,dragonSpawned,Blissful Chaospearl,Silver,Coastal,98
dd9f4472-8520-4756-a307-fd15b85cf269,a016a341-1a4a-4c4e-b441-b424115c1a32,2020-03-21 00:38:06,-4:00,dragonSpawned,Unreliable Deathscortcher,Azul,Valley,35
a8f083c1-1f2b-450e-8427-fd24bad79a7b,b470ce3a-36c9-426d-9d18-8fb42c9ec2ff,2020-03-21 00:38:07,-4:00,dragonSpawned,Frail Fireheart,Bronze,Coastal,51
2a93b059-91d3-4541-8d4c-c755b1a0de53,f41015d8-c8c4-45d8-9095-66af35a3e955,2020-03-21 00:38:07,-4:00,dragonSpawned,Wishful Glittercliff,Bronze,Coastal,53
30b506b6-944c-4c1e-aa15-3b13ef496319,10bdcf9f-f500-4a7c-a1bf-4c4138af63c0,2020-03-21 00:38:07,-4:00,dragonSpawned,Lazy Stoneinfuser,Alabaster,Valley,67
949218e0-7ed6-46bb-ad20-949bf14fc39f,0c1726ca-5a9d-4053-89d6-670031b5ecac,2020-03-21 00:38:08,-4:00,dragonSpawned,Loud Snowwhale,Emerald,Mountains,16
45c3fd59-50d2-4ad5-ba38-6a822427a89f,36e6648e-cf3b-4770-9484-56b940dd601f,2020-03-21 00:38:08,-4:00,dragonSpawned,Devoted Dropdrinker,Alabaster,Valley,47
f1344ccc-f75b-4c15-8040-353dec4af167,d5458422-d15a-4356-b1d1-368a12bca956,2020-03-21 00:38:09,-4:00,dragonSpawned,Misunderstood Merrybreath,Emerald,Mountains,24
156f4cb5-e544-447c-9a77-4c1ce7192005,c75f893a-3832-494d-b8e3-8f79677f1dda,2020-03-21 00:38:09,-4:00,dragonSpawned,Solemn Beepbreath,Bronze,Coastal,66
1e8e5cfd-24e8-4523-97d2-1a3b56c94d4e,b2a18228-5cf5-421c-b237-56dd4e9dfd38,2020-03-21 00:38:09,-4:00,dragonSpawned,Quiet Whistlemonster,Silver,Coastal,89
31c7ecae-b6ff-4310-9d2e-deb1d023b845,ddf6d461-6662-4c81-9766-1344c1163657,2020-03-21 00:38:10,-4:00,dragonSpawned,Fierce Stormpearl,Alabaster,Valley,74
0a9a8647-05ed-4d59-a415-1a40673254e9,e594394c-126a-4ec6-b794-c3f3114da7c0,2020-03-21 00:38:10,-4:00,dragonSpawned,Skinny Chillnail,Bronze,Coastal,44
76c0c5b4-ab7b-4c49-82bb-28d19a939599,f23eb7bd-c869-4c70-b105-eb97730138d6,2020-03-21 00:38:11,-4:00,dragonSpawned,Flying Ashhopper,Alabaster,Valley,45
25758420-ac76-44cc-9157-9da10da2de56,1c621746-7a87-4900-a83e-9d99d663f5ac,2020-03-21 00:38:11,-4:00,dragonSpawned,Flying Skypaw,Rainbow,Coastal,356
6028d803-bd90-461c-9dac-1e420eeac07c,e2ae5d4d-19d0-4bad-91be-33f085450121,2020-03-21 00:38:11,-4:00,dragonSpawned,Devoted Doodlepuddle,Silver,Coastal,107
698cafda-1b12-4b20-b2b3-7a687fa3ae36,4bf26954-f39e-4542-b618-13c26ec1f49f,2020-03-21 00:38:12,-4:00,dragonSpawned,Silky Cloudclaw,Onyx,Mountains,272
ab657f15-27a9-482f-997f-0f12c28d9d87,c1c66b7b-7ee8-49af-85be-dd8fcd9b643e,2020-03-21 00:38:12,-4:00,dragonSpawned,Lazy Bonespine,Garnet,Coastal,16
2da49f01-348e-433a-8847-e0247702da3c,a7c224b5-31b8-468b-a5c9-9da47c44e8d8,2020-03-21 00:38:13,-4:00,dragonSpawned,Wishful Freezepaw,Emerald,Mountains,11
3fe776e8-0250-4128-8fa6-c005e4559fda,b4a495a3-ed40-4391-899a-51f9f345f4de,2020-03-21 00:38:13,-4:00,dragonSpawned,Melodic Fogflyer,Azul,Valley,49
927b763e-439e-4592-b287-72c521bb3f3b,31b8e358-a2f6-4d15-b486-3a1f729d05b5,2020-03-21 00:38:13,-4:00,dragonSpawned,Bashful Bonegobbler,Rainbow,Coastal,356
aa7439bc-e8f6-4a20-b826-def3f335047a,955565fd-83ea-4f1d-8358-9ce138f17040,2020-03-21 00:38:14,-4:00,dragonSpawned,Silky Moonpuff,Emerald,Mountains,15
67db5907-1d6c-4e4a-ba34-83d0b235db01,3bc8d837-65f5-4893-8a21-e0dd8e624213,2020-03-21 00:38:14,-4:00,dragonSpawned,Spotted Beepwasp,Azul,Valley,46
70ec90e1-29d7-4f08-95db-de0f8ff13889,9f8bcd27-27ad-452e-ae62-03c268ed4b82,2020-03-21 00:38:15,-4:00,dragonSpawned,Quiet Snapclaw,Golden,Riverside,401
d923384d-f83f-41b9-8365-562c681c6769,3a1b4421-ff5b-4826-97b5-c8f7b9c5c72a,2020-03-21 00:38:15,-4:00,dragonSpawned,Jeweled Glitterwasp,Garnet,Coastal,19
8d2517e3-016f-4555-b0ed-df57e699a15c,a39d8f76-a10c-4fbc-a8de-0e01bc839dfa,2020-03-21 00:38:15,-4:00,dragonSpawned,Hefty Duskmate,Purple,Riverside,6
0d73bd09-4946-4084-a782-81659ea535d5,abdd071a-eb39-43f1-8204-83bcf76c016a,2020-03-21 00:38:16,-4:00,dragonSpawned,Spotted Brightpearl,Rainbow,Coastal,361
734027c8-d9f2-49ff-899a-6716af9cf4e8,b3e1f79f-5dd0-4af5-81fa-d3419e2b10a5,2020-03-21 00:38:16,-4:00,dragonSpawned,Jeweled Nightflea,Golden,Riverside,136
d1333a22-9899-4dd2-9a0c-136390fffd33,6bb826ac-6d1f-4716-a6be-ed249712d7be,2020-03-21 00:38:17,-4:00,dragonSpawned,Chubby Frozenlight,Onyx,Mountains,223
4204e812-1673-468e-b0c8-e012cad835b5,ee3de8db-5cd5-44e5-8e3a-a09968188a41,2020-03-21 00:38:17,-4:00,dragonSpawned,Loyal Crackletalon,Golden,Riverside,170
e27dedd9-d671-4a20-a038-556444786251,1505f924-b096-495a-8215-37f6761b1b5c,2020-03-21 00:38:17,-4:00,dragonSpawned,Ethical Crystalskunk,Garnet,Coastal,7
609d8ce4-1807-43a0-a97f-6951ba41e0a8,bce62f66-94d4-4ace-85f7-24cb65c4fc4c,2020-03-21 00:38:18,-4:00,dragonSpawned,Persistent Skyhoof,Garnet,Coastal,18
6a06834b-d6d0-4d6c-abad-6d6d747ff96c,e1d9c4b2-bed0-40ee-bb14-d61ada54a39c,2020-03-21 00:38:18,-4:00,dragonSpawned,Loud Stormflame,Purple,Riverside,7
861bc13b-2827-409b-bf31-d53f235a2240,8e450961-d722-4309-a448-b656edb7ce07,2020-03-21 00:38:19,-4:00,dragonSpawned,Ethical Snapball,Azul,Valley,43
e27c74bc-793d-4120-8080-d444bb67f114,38d977ac-7967-4747-ac59-5215b10c1ad6,2020-03-21 00:38:19,-4:00,dragonSpawned,Trustworthy Crackleskunk,Alabaster,Valley,58
eeb7bed5-1d0b-4363-b77d-ee85891f848e,5af3287b-fa3d-46b0-b8f8-9947f0ca89ac,2020-03-21 00:38:19,-4:00,dragonSpawned,Frail Berrysnoot,Onyx,Mountains,244
300e82b7-0261-4a88-be08-3446c81d25cd,e478d46c-120b-4004-ae0c-0891829d2417,2020-03-21 00:38:20,-4:00,dragonSpawned,Ethical Berryturner,Alabaster,Valley,81
b5f09a9c-1412-4c59-92d9-91ddb8657a2f,fb0354cd-e02f-4ece-afb3-2820b9d6cc1a,2020-03-21 00:38:20,-4:00,dragonSpawned,Solemn Crystalinfuser,Rainbow,Coastal,333
f0685708-7778-42e1-bf49-10525e9c6326,0f229721-b519-483e-87e8-64631851f9be,2020-03-21 00:38:21,-4:00,dragonSpawned,Appreciative Glassfairy,Emerald,Mountains,15
36c5bf58-215d-47c9-aae9-3f2c85fa4224,2e42fc87-fbad-498a-ac24-658ccb4af213,2020-03-21 00:38:21,-4:00,dragonSpawned,Soulful Windlamp,Azul,Valley,42
8c0e89b4-57ad-4f81-be36-e3884abe7c8e,736c8903-6dac-495e-b369-c8611459ea38,2020-03-21 00:38:21,-4:00,dragonSpawned,Generous Honeydevourer,Onyx,Mountains,244
c0d133a9-b3fa-4a37-bd70-0e7a3209cb79,65ce41e0-b272-441a-8e08-3b8d38c88666,2020-03-21 00:38:22,-4:00,dragonSpawned,Quiet Foglight,Azul,Valley,42
0cefe7d3-abe8-4f7e-bfae-1c101a8f99d6,68a9170a-b6f9-4dda-a8c6-857d32e42bab,2020-03-21 00:38:22,-4:00,dragonSpawned,Unfaithful Torchfiffle,Rainbow,Coastal,271
ff04cbd4-bafc-4e18-bedf-58303704f84e,31645d10-b9d0-4f3f-8dba-672024ed477b,2020-03-21 00:38:23,-4:00,dragonSpawned,Fast Fogflurry,Rainbow,Coastal,239
7f9eefe6-af7c-415f-b975-84c4647a8c6b,28695649-5110-41b0-989f-695338eeec1d,2020-03-21 00:38:23,-4:00,dragonSpawned,Muscular Sunturner,Purple,Riverside,7
7424196d-34c1-45e5-a0d1-1e60c3a5deba,7f6dbfc6-3e82-4296-9011-112efc38a857,2020-03-21 00:38:23,-4:00,dragonSpawned,Ancient Fogchest,Azul,Valley,46
7d4335f3-ff51-4bdd-8d31-13144b1b3a29,b80eae55-1566-4e5a-9566-70a953b023c7,2020-03-21 00:38:24,-4:00,dragonSpawned,Apathetic Crystalflurry,Alabaster,Valley,32
1c5c8efe-41fa-4e38-8369-5579c6764ff7,571afea0-db15-41ec-a421-025ac1571b21,2020-03-21 00:38:24,-4:00,dragonSpawned,Blissful Torchfluff,Azul,Valley,47
3b7355e8-0cc7-45df-b9e5-62b43f449ba6,e6011b77-3fd3-45b5-83c1-15c1174b959c,2020-03-21 00:38:24,-4:00,dragonSpawned,Burnt Hairgobbler,Bronze,Coastal,65
bfebb8c3-db58-450a-8753-d2fde1fee0c5,0349f0ee-4975-46ae-8dc5-59355e2409a2,2020-03-21 00:38:25,-4:00,dragonSpawned,Muscular Blazegobbler,Emerald,Mountains,19
658c87cc-bf06-4016-a261-00406de84f08,2a6f8852-fbbd-4b23-8195-3d29775e2671,2020-03-21 00:38:25,-4:00,dragonSpawned,Laughing Heatsnoot,Rainbow,Coastal,162
d532aa3a-7d61-48cd-a575-303a6f6662d4,b1126c52-3c6d-4381-94ad-f99e9f9f1599,2020-03-21 00:38:26,-4:00,dragonSpawned,Shy Skychest,Golden,Riverside,237
2e8afd8a-ef58-4226-a626-9f15876ea1eb,97817d29-50ee-480e-83a2-7f3a7cf7ce90,2020-03-21 00:38:26,-4:00,dragonSpawned,Trustworthy Glacialturner,Garnet,Coastal,13
8de6eb16-1226-480c-9c56-d329ef3931f8,9497ccd5-c70f-400c-b392-10af95a7949e,2020-03-21 00:38:26,-4:00,dragonSpawned,Loyal Skytail,Bronze,Coastal,42
51e33525-70df-4e49-a9c2-094b354b4084,a4e81205-8077-4573-b7bc-ea46f3cf7cb8,2020-03-21 00:38:27,-4:00,dragonSpawned,Fast Skylamp,Onyx,Mountains,299
2b2104cd-4e17-4fc0-83da-5d78113b99c2,9df0320a-839b-41a4-b6aa-31b92e3bfdd9,2020-03-21 00:38:27,-4:00,dragonSpawned,Wishful Shallowtooth,Golden,Riverside,415
b7b92898-2786-4230-9e64-330bcb827741,32534ab9-6ef0-49b2-afcc-05a3e4afd7ea,2020-03-21 00:38:28,-4:00,dragonSpawned,Loud Shineskull,Purple,Riverside,11
9a89e9b2-a2b9-4b0b-9b3b-92f0a5b90a43,a1a45186-b837-4149-9f08-179506abc614,2020-03-21 00:38:28,-4:00,dragonSpawned,Appreciative Torchscooper,Emerald,Mountains,14
19f0530b-1fdd-47c1-b9af-e4b8f79b3a26,ba2d3ee6-5814-4880-82c2-337627dafac6,2020-03-21 00:38:28,-4:00,dragonSpawned,Little Firemixer,Onyx,Mountains,336
c5432008-b057-4a1e-85e1-ca41aad07936,54729984-5d12-4f64-af97-2093a8a2103b,2020-03-21 00:38:29,-4:00,dragonSpawned,Rising Stardestroyer,Onyx,Mountains,236
12cf6222-4c82-4eb5-914a-b2c0981fe7ef,f9c8ef68-3dd8-4981-a745-e5fca74eb308,2020-03-21 00:38:29,-4:00,dragonSpawned,Unfaithful Cacklescooper,Emerald,Mountains,13
08d3348d-5405-471d-8ff1-257ef90082d3,ff073df8-a585-4123-b1f0-d945e8701020,2020-03-21 00:38:30,-4:00,dragonSpawned,Flying Darkbug,Bronze,Coastal,61
eae54330-f0ff-4768-8c77-a4be2891f745,73cf944b-0ba9-493b-b9c1-8b5678afb3e4,2020-03-21 00:38:30,-4:00,dragonSpawned,Sitting Stoneflame,Rainbow,Coastal,249
42e145e5-5e52-4852-bbeb-4402ebf19e5e,e6313482-4db0-4e4e-9870-daf4767ebddb,2020-03-21 00:38:30,-4:00,dragonSpawned,Frail Glitterhead,Rainbow,Coastal,307
540f5150-2e9b-4e66-a1f5-65492992ebde,e6bc4935-0606-402b-911b-e3e18e6a0d3c,2020-03-21 00:38:31,-4:00,dragonSpawned,Helpful Ashflea,Onyx,Mountains,207
ebd0ed7a-27eb-4de3-a3e6-10caa9e7a070,4b3b72f5-69bd-45ef-a6fd-9cdf3557d354,2020-03-21 00:38:31,-4:00,dragonSpawned,Unreliable Terrorfossil,Garnet,Coastal,19
31a364e1-21f0-49de-a0ea-f903b78ea882,85f7d4ce-7811-486e-98fe-bde61f390751,2020-03-21 00:38:32,-4:00,dragonSpawned,Persistent Nightmuffin,Emerald,Mountains,19
028c6ed5-a867-4144-a01a-c08a7229db15,13c99e96-21ac-4586-80ef-7cc3474dc1d4,2020-03-21 00:38:32,-4:00,dragonSpawned,Irritated Snoreflurry,Onyx,Mountains,234
27393243-9da4-4e9e-bf96-15e9c6a22cc6,dd3b9aab-20b5-4aaa-a47a-6912e41c2804,2020-03-21 00:38:32,-4:00,dragonSpawned,Little Honeylight,Silver,Coastal,100
d8f611e4-4969-44ae-8e4e-4705521d7ab6,d7d06a0d-59b6-4a23-967c-1bd833afb85e,2020-03-21 00:38:33,-4:00,dragonSpawned,Tough Brightscooper,Alabaster,Valley,45
acffc092-00f1-4e95-a73a-cf5d36ce873d,ef269e26-07a7-4ac5-b674-fab8c7ca675e,2020-03-21 00:38:33,-4:00,dragonSpawned,Frail Dropflyer,Silver,Coastal,107
4b6c79cd-547d-41e5-be74-1ecb032608b5,a2119e34-9039-4f7b-8e9e-8d38704a05c7,2020-03-21 00:38:34,-4:00,dragonSpawned,Mopey Shallowgulper,Onyx,Mountains,207
7ce3ab90-6a41-4934-a967-9082e0955ef2,deef36f5-ce90-42b9-864e-52c4236a7556,2020-03-21 00:38:34,-4:00,dragonSpawned,Hefty Shineflurry,Garnet,Coastal,16
d0598b99-68c7-42c2-9015-1d0cd7f0aa5c,9bb367b9-9e30-413d-b996-8fa1fb6d1af2,2020-03-21 00:38:34,-4:00,dragonSpawned,Hoarding Beansnoot,Onyx,Mountains,262
548c6db0-f1fa-49b1-b21c-70d4e49826cc,12c5d63e-75cd-4dfc-8e15-c408d3581fb4,2020-03-21 00:38:35,-4:00,dragonSpawned,Wishful Icecryer,Garnet,Coastal,19
1d262d8e-4e90-48b4-934d-6d140fa53bdb,bdf2622b-a850-4966-87ba-904325caf362,2020-03-21 00:38:35,-4:00,dragonSpawned,Loud Slaynose,Onyx,Mountains,247
d1a4d332-5334-4aa1-99ae-67db142bca50,f294b4cc-5bfb-48dc-97ef-26974a63fd3c,2020-03-21 00:38:36,-4:00,dragonSpawned,Slow Gloomfairy,Silver,Coastal,98
